id,customer_id,status,created_at,backer_id,shipto_address,shipto_state,shipto_postalcode,subtotal,tax,store_name,delivery_amount,order_total,delivered_at
5320,972,Canceled,1397042826,221,29076 Killdeer Alley,ND,51118,36,2.16,UberMelonX,12.48,50.64,
5322,706,Canceled,1400795656,247,356 Nancy Junction,NY,22628-4315,41,2.46,UberMelon,2.49,45.95,
5325,694,Canceled,1399161299,104,2046 Hoepker Lane,MN,10479-6189,66.46,3.9876,UberFresh,13.18,83.6276,
5326,173,Canceled,1398270517,154,4 Kenwood Court,WI,48206-4389,157,9.42,UberMelon,17.57,183.99,
5327,412,Canceled,1401361069,,2798 Talisman Crossing,ME,03254-2978,2500,150,UberMelonX,6.08,2656.08,
5328,563,Processing,1394103568,56,6 Artisan Street,WY,85604,31.5,1.89,UberMelon,2.07,35.46,
5329,177,Delivered,1394634172,,62193 Stoughton Street,DE,79601-0145,71,4.26,UberFresh,7.47,82.73,1394674633
5330,901,Delivered,1400927806,205,2 Lillian Point,CT,43336-2939,88.75,5.325,UberMelonX,8.14,102.215,1401043834
5331,582,Processing,1397987771,14,2 Knutson Way,OR,64378-2684,126.5,7.59,UberMelon,2.76,136.85,
5332,916,Delivered,1400572099,,7625 Sunnyside Crossing,CA,82611,241.5,14.49,UberMelonX,8.96,264.95,1400641488
5333,791,Canceled,1395002002,186,54 Londonderry Pass,CO,84922,107,6.42,UberMelon,13.83,127.25,
5334,481,Processing,1399589119,174,901 Darwin Street,TN,61990,30.5,1.83,UberFresh,15.4,47.73,
5338,41,Delivered,1397881352,101,5139 Loeprich Center,CT,63098-1941,86.75,5.205,UberFresh,11.53,103.485,1397979046
5342,243,New,1394462518,,7496 Packers Trail,KS,66656,84.92,5.0952,UberMelonX,10.61,100.6252,
5343,578,Delivered,1394606710,236,4 Erie Drive,UT,75504,59.75,3.585,UberFresh,14.27,77.605,1394758292
5344,721,Processing,1400981919,,0175 Delaware Lane,WY,18916,224.25,13.455,UberMelonX,7.78,245.485,
5345,570,Processing,1397792674,,695 Karstens Point,WI,54321-5799,197.25,11.835,UberFresh,10.96,220.045,
5348,734,Out for Delivery,1397985012,112,609 Towne Way,TX,66818-4879,138.5,8.31,UberMelon,6.61,153.42,
5349,643,Canceled,1399342723,,72814 Becker Circle,WI,11187-3143,157.25,9.435,UberFresh,13.27,179.955,
5351,355,Canceled,1398211412,,397 Shelley Park,CO,71833,205.72,12.3432,UberMelon,5.97,224.0332,
5353,202,Canceled,1394347425,43,61834 Warner Terrace,WI,72290,68.75,4.125,UberFresh,16.75,89.625,
5359,910,Processing,1402046407,188,20957 Gerald Point,KS,38160,8.91,0.5346,UberMelon,7.43,16.8746,
5360,523,Canceled,1397876963,117,51267 Amoth Junction,VA,21707-0730,43.5,2.61,UberFresh,5.83,51.94,
5363,110,Delivered,1396020231,185,687 Knutson Lane,MD,44577,67,4.02,UberMelon,17.32,88.34,1396066791
5365,159,Out for Delivery,1400120851,241,2483 Meadow Ridge Street,IN,38311,0.99,0.0594,UberMelonX,12.27,13.3194,
5367,541,Out for Delivery,1401010421,117,2 Waxwing Court,PA,18694,65,3.9,UberFresh,12.32,81.22,
5368,621,Delivered,1400724863,173,64852 Lien Terrace,AZ,94873-5385,46,2.76,UberFresh,9.18,57.94,1400823187
5369,475,Processing,1401761089,233,560 Glendale Hill,CT,01423-1902,20,1.2,UberFresh,8.2,29.4,
5370,196,Canceled,1395605440,156,78 Homewood Place,TN,56035-4631,17.75,1.065,UberMelon,18.6,37.415,
5371,151,Processing,1394295935,,375 Dryden Point,CA,76965,192,11.52,UberMelon,14.25,217.77,
5372,802,Out for Delivery,1402547046,,84356 North Court,UT,47344,303.89,18.2334,UberMelonX,10.74,332.8634,
5374,1000,Out for Delivery,1399501430,177,64809 Pierstorff Terrace,PA,86282,156,9.36,UberMelonX,14.85,180.21,
5375,153,Out for Delivery,1400890801,155,4196 Fuller Plaza,NV,94871-3854,25.75,1.545,UberMelon,3.11,30.405,
5376,825,Processing,1401180096,10,7302 Mayfield Pass,AR,64077,15,0.9,UberMelonX,16.83,32.73,
5377,205,Out for Delivery,1400807111,,587 Waubesa Circle,MI,66875,106,6.36,UberMelonX,8.29,120.65,
5378,466,Canceled,1394195272,116,8564 Graceland Center,OR,386,81.44,4.8864,UberMelonX,5.35,91.6764,
5379,825,Out for Delivery,1395414146,1,7302 Mayfield Pass,AR,64077,629.04,37.7424,UberMelon,16.15,682.9324,
5382,323,Delivered,1399007170,138,0415 Homewood Terrace,TN,97745,66.25,3.975,UberMelon,3.49,73.715,1399113185
5383,583,Canceled,1401642002,119,67 Paget Terrace,ME,50363-3129,147.75,8.865,UberMelonX,10.57,167.185,
5384,470,Out for Delivery,1397332168,,3450 Schlimgen Junction,UT,94586,49.5,2.97,UberFresh,7.18,59.65,
5385,552,Out for Delivery,1394429773,140,4 Little Fleur Pass,CT,34327-7837,80.25,4.815,UberMelon,4.01,89.075,
5386,578,Delivered,1397865448,,6932 Springs Place,IN,56832-8184,41.5,2.49,UberMelonX,13.48,57.47,1397998585
5387,804,Delivered,1396686102,,507 Grim Circle,TN,66426-9090,238.25,14.295,UberFresh,14.12,266.665,1396715013
5388,900,New,1401803490,,10864 Mariners Cove Circle,NY,49484-3180,70.5,4.23,UberMelon,4.07,78.8,
5390,313,Out for Delivery,1402177976,34,5913 Summer Ridge Circle,PA,14059-0521,18,1.08,UberMelonX,11.82,30.9,
5391,470,Out for Delivery,1398693579,23,3450 Schlimgen Junction,UT,94586,15,0.9,UberFresh,10.02,25.92,
5392,714,Delivered,1400765936,,8745 Jay Junction,NE,50874-2523,63.99,3.8394,UberMelon,11.98,79.8094,1400846727
5394,541,Out for Delivery,1397895563,124,2 Waxwing Court,PA,18694,518,31.08,UberMelon,18.48,567.56,
5396,936,Processing,1396673785,175,8791 Morning Alley,VA,62870-4536,109.25,6.555,UberFresh,6.79,122.595,
5397,66,Delivered,1398725168,,8 Briar Crest Plaza,NM,60469-1699,30,1.8,UberMelonX,10.54,42.34,1398760747
5398,132,Canceled,1396143930,,1246 Fuller Road,GA,35753,18,1.08,UberFresh,17.63,36.71,
5399,851,Canceled,1401422419,169,6142 Clarendon Court,RI,88519-3427,42.25,2.535,UberFresh,17.32,62.105,
5400,824,New,1397225610,232,1 Jenna Circle,OH,5150,147.4,8.844,UberMelon,15.17,171.414,
5402,35,New,1397520859,63,21634 Russell Center,PA,70816-1366,43.75,2.625,UberMelonX,12.11,58.485,
5403,918,Processing,1399553630,60,65183 Muir Parkway,MS,12887,109,6.54,UberMelon,16.5,132.04,
5404,81,Canceled,1400770270,,462 Shelley Park,AK,72617-4048,15,0.9,UberMelonX,5.42,21.32,
5405,394,Delivered,1398511849,,8 Helena Hill,MO,52817-8906,181,10.86,UberMelonX,13.36,205.22,1398686233
5406,677,Processing,1399600551,21,894 Forster Court,MT,34527,1541,92.46,UberFresh,16.35,1649.81,
5407,882,Processing,1396897236,83,1 Green Hill,LA,13801-2209,124.25,7.455,UberMelonX,2.73,134.435,
5408,190,Canceled,1401142595,182,98120 Eliot Drive,AL,37224-7678,54.53,3.2718,UberFresh,2.77,60.5718,
5409,408,Delivered,1399436689,,9 Nobel Alley,CT,99287-8879,120,7.2,UberMelonX,9.12,136.32,1399532568
5410,322,Out for Delivery,1401405010,174,3 Nova Place,VT,16268,4,0.24,UberMelonX,6.38,10.62,
5411,296,Out for Delivery,1394980240,208,8 8th Road,DE,84940,22.5,1.35,UberMelon,6.23,30.08,
5412,98,Canceled,1395567016,88,25716 Grayhawk Crossing,AR,78315,5,0.3,UberMelon,11.93,17.23,
5413,925,New,1397716083,,901 Rieder Trail,NY,04867-9601,65.5,3.93,UberMelonX,12.34,81.77,
5414,585,New,1397116751,151,9 Dawn Pass,DE,33806-2507,1794,107.64,UberFresh,15.55,1917.19,
5416,809,Delivered,1395603309,,02673 Havey Road,WI,91670,213.75,12.825,UberMelon,10.55,237.125,1395671366
5417,692,Out for Delivery,1401732558,,8 Eastlawn Place,KS,85954,92,5.52,UberFresh,12.66,110.18,
5418,378,Delivered,1398101828,122,0 School Drive,VA,24428,58,3.48,UberFresh,16.55,78.03,1398277581
5420,433,Processing,1402505698,44,940 Darwin Plaza,AK,22805-9732,55.5,3.33,UberMelonX,11.71,70.54,
5422,763,Processing,1398069031,226,8640 Division Parkway,TN,74184-9328,27.5,1.65,UberMelon,5.76,34.91,
5423,392,Canceled,1402577634,,50 Toban Terrace,CO,36894-9031,316.5,18.99,UberMelonX,2.96,338.45,
5424,430,Processing,1398096399,,9387 Brentwood Parkway,MI,58362-0634,77.5,4.65,UberMelonX,11.38,93.53,
5425,237,Processing,1400321679,207,48 Meadow Valley Road,ND,38627,46.99,2.8194,UberFresh,14.31,64.1194,
5428,271,Delivered,1401889757,,31 Fieldstone Crossing,NM,28848,141.5,8.49,UberFresh,13.77,163.76,1402016156
5431,197,Processing,1399776359,11,70341 Grasskamp Hill,NY,15816,347.25,20.835,UberMelon,15.53,383.615,
5433,191,Processing,1395434600,186,9346 Toban Court,VT,77949-3374,482,28.92,UberMelonX,15.27,526.19,
5434,32,Delivered,1400553655,,8971 Crownhardt Hill,SC,78352-7739,106.5,6.39,UberFresh,15.99,128.88,1400705689
5435,982,Delivered,1401093684,48,39475 Bultman Point,WV,36124,209,12.54,UberMelonX,5.85,227.39,1401146447
5436,594,New,1402517745,,6174 Judy Pass,CO,81906-3160,74.2,4.452,UberMelon,6.86,85.512,
5437,960,Processing,1401836666,209,37462 Spenser Court,WY,67606-9683,22.5,1.35,UberMelon,3.3,27.15,
5438,429,Canceled,1394555335,20,793 Sunbrook Street,NH,14470-7946,105.3,6.318,UberMelon,16.41,128.028,
5439,177,Out for Delivery,1399326730,,62193 Stoughton Street,DE,79601-0145,1064,63.84,UberFresh,16.7,1144.54,
5440,456,Processing,1395403951,199,02486 Warner Junction,MN,79643,5,0.3,UberMelon,8.89,14.19,
5441,174,Out for Delivery,1402587130,103,5023 Crescent Oaks Road,SC,45139,378,22.68,UberMelonX,12.48,413.16,
5442,309,Canceled,1398807124,,04593 Summerview Road,NM,51159,4547.5,272.85,UberMelonX,3.24,4823.59,
5443,191,Out for Delivery,1394673129,16,9346 Toban Court,VT,77949-3374,1770,106.2,UberFresh,14.28,1890.48,
5444,830,Delivered,1399481442,,3742 Onsgard Street,MN,20715-9995,53.5,3.21,UberMelon,19.71,76.42,1399578232
5445,172,Out for Delivery,1398814646,,4617 Lunder Circle,NC,90865,35.5,2.13,UberMelon,2.74,40.37,
5446,636,Delivered,1394647617,,1245 Sauthoff Lane,CO,76633-0206,44.5,2.67,UberMelonX,15.87,63.04,1394795263
5448,997,Out for Delivery,1399999778,,983 Fallview Road,PA,31034,2509,150.54,UberMelon,5.45,2664.99,
5449,94,Delivered,1401085762,68,37 Arrowood Avenue,PA,80770,144,8.64,UberMelonX,6.97,159.61,1401180064
5450,943,Processing,1399389359,114,64152 Sommers Park,CT,47061,231,13.86,UberMelon,3.47,248.33,
5454,5,New,1400561680,71,104 Vera Hill,GA,56232-2934,4,0.24,UberMelon,8.34,12.58,
5455,250,Out for Delivery,1399209883,50,35 Northfield Circle,VT,83988,174.75,10.485,UberFresh,6.88,192.115,
5456,696,Processing,1399640536,169,264 Iowa Circle,KS,59439-8140,786.75,47.205,UberFresh,10.87,844.825,
5457,849,New,1400198850,,038 Meadow Ridge Center,VA,52092,86,5.16,UberMelon,17.85,109.01,
5458,362,Canceled,1397669224,178,106 Stoughton Plaza,MN,48826,210.5,12.63,UberMelon,8.91,232.04,
5460,280,Processing,1394634382,95,5 3rd Park,NE,1102,55.5,3.33,UberFresh,17.73,76.56,
5461,800,Canceled,1397779201,,46 Muir Avenue,NE,67343,75,4.5,UberFresh,17.48,96.98,
5462,243,Canceled,1394236079,152,873 Burrows Junction,CA,94291-4452,304,18.24,UberMelonX,2.64,324.88,
5464,285,Canceled,1400314732,235,75 Hintze Plaza,MN,93730-7833,293,17.58,UberMelon,18.1,328.68,
5465,600,Out for Delivery,1394007871,105,3498 Hazelcrest Circle,WA,59314-4966,40,2.4,UberFresh,7.88,50.28,
5466,345,Delivered,1394008371,,486 Park Meadow Lane,MN,44559-1854,193,11.58,UberMelonX,15.95,220.53,1394042232
5467,440,Out for Delivery,1401526168,214,7 Packers Plaza,ID,43674,149.75,8.985,UberMelonX,9.64,168.375,
5468,903,Out for Delivery,1395069458,193,76 Pearson Avenue,GA,46428-2163,4.5,0.27,UberFresh,5,9.77,
5469,931,Processing,1395562920,199,50371 Bonner Terrace,WV,86190-2701,23.44,1.4064,UberFresh,7.03,31.8764,
5470,942,Delivered,1399546285,,95 Nobel Court,NE,1071,75,4.5,UberFresh,6.32,85.82,1399724734
5471,557,New,1395505790,226,4 Kennedy Road,AZ,54222-6614,60.75,3.645,UberMelon,17.61,82.005,
5472,598,Processing,1394798719,246,1896 Harper Avenue,NV,25798-8205,114.75,6.885,UberMelonX,15.24,136.875,
5473,128,Out for Delivery,1398823369,,8634 Claremont Circle,VT,66786,41,2.46,UberMelon,19.92,63.38,
5474,90,Canceled,1402216351,195,64837 Mosinee Street,IN,88310-9832,175,10.5,UberMelonX,16.33,201.83,
5476,584,Processing,1402124488,127,85 Lindbergh Place,NY,65339-4384,472,28.32,UberFresh,18.36,518.68,
5479,723,Delivered,1400000420,230,06 Waywood Terrace,NE,12718,123.67,7.4202,UberMelon,18.45,149.5402,1400115386
5480,389,Out for Delivery,1396005877,,26719 Emmet Point,NM,78814,213.25,12.795,UberFresh,13.63,239.675,
5483,489,Out for Delivery,1400208412,34,6 Bluestem Park,MD,85089,52.5,3.15,UberFresh,3.17,58.82,
5484,132,Out for Delivery,1396558375,205,936 South Pass,NJ,98524-1783,57.5,3.45,UberMelon,7.27,68.22,
5485,338,Canceled,1397640769,39,48657 Southridge Junction,NC,52211,69.5,4.17,UberMelon,9.13,82.8,
5486,166,Canceled,1399429429,247,7 La Follette Court,TN,62396,312,18.72,UberMelonX,12.04,342.76,
5487,352,Delivered,1396794813,,19602 Randy Court,ID,57550,53.94,3.2364,UberMelon,17.21,74.3864,1396831675
5488,77,Delivered,1394786892,,018 Oak Valley Drive,RI,88569-1472,78,4.68,UberMelon,5.68,88.36,1394927252
5489,316,New,1396218840,134,76 American Avenue,IN,43335-1885,113.25,6.795,UberMelonX,16.68,136.725,
5490,519,Out for Delivery,1402018719,,4069 Forest Run Trail,NJ,46299,451.25,27.075,UberFresh,9.04,487.365,
5491,255,New,1397613186,23,37 Brown Street,TX,41134,323.5,19.41,UberFresh,14.69,357.6,
5492,869,Out for Delivery,1399520295,203,2475 Arapahoe Street,NV,46946-9406,55.75,3.345,UberMelon,9.85,68.945,
5493,691,New,1396487903,195,5 Forster Lane,TX,84525,280.5,16.83,UberFresh,10.85,308.18,
5495,310,Canceled,1401576495,143,60 Schmedeman Hill,MS,78974-2253,75.5,4.53,UberMelon,18.38,98.41,
5496,611,New,1400206903,,13064 3rd Center,GA,54987,1054.25,63.255,UberFresh,14.63,1132.135,
5497,626,Canceled,1399145612,,9103 Vidon Lane,MN,08437-3228,542,32.52,UberMelonX,8.39,582.91,
5498,666,Processing,1394238793,,1503 Cascade Drive,IA,40647-0060,29.5,1.77,UberMelonX,6.88,38.15,
5502,325,Out for Delivery,1399443020,119,7532 Walton Parkway,NJ,68419,67,4.02,UberMelon,14.53,85.55,
5503,670,Processing,1402047033,,7 Ridgeway Avenue,SD,19192,160.75,9.645,UberMelon,7.75,178.145,
5506,361,Out for Delivery,1397881342,37,32186 Lunder Drive,ID,76140-8594,24.75,1.485,UberMelon,6.11,32.345,
5507,109,Out for Delivery,1401877344,47,79 Westend Center,PA,34211,20.43,1.2258,UberMelon,3.28,24.9358,
5508,804,Canceled,1397002789,200,507 Grim Circle,TN,66426-9090,94.03,5.6418,UberMelonX,9.24,108.9118,
5511,124,Delivered,1396267759,,4823 Pierstorff Trail,MO,74834,40.45,2.427,UberFresh,6.01,48.887,1396313143
5512,785,Canceled,1395871483,238,2 Vermont Trail,IA,03000-1674,69.5,4.17,UberFresh,15.73,89.4,
5515,405,Canceled,1399328926,48,4219 Sherman Way,AL,56727-3407,184.25,11.055,UberMelon,17.96,213.265,
5516,595,Out for Delivery,1397638165,165,1 2nd Alley,AK,30569,49.95,2.997,UberFresh,15.89,68.837,
5518,462,Delivered,1394878529,13,9137 Sloan Junction,AR,26934,37.47,2.2482,UberMelon,14.72,54.4382,1395037906
5519,960,Out for Delivery,1400601183,,42356 Swallow Hill,VA,90917-0570,181.24,10.8744,UberMelonX,5.89,198.0044,
5520,121,Out for Delivery,1401638317,109,18 Monterey Circle,IL,10229,35,2.1,UberMelon,12.13,49.23,
5523,988,Out for Delivery,1397987629,,0145 Forest Run Hill,IA,85462,107.25,6.435,UberFresh,11.06,124.745,
5525,95,Canceled,1394951589,,09 Anhalt Trail,NC,2018,184.21,11.0526,UberMelon,4.7,199.9626,
5527,787,Out for Delivery,1398318384,,6814 Welch Hill,WA,89858,21000,1260,UberFresh,17.06,22277.06,
5528,649,Out for Delivery,1395069662,31,18 Hanover Parkway,TX,64325,142.75,8.565,UberFresh,8.23,159.545,
5529,563,Out for Delivery,1394794492,,6 Artisan Street,WY,85604,163,9.78,UberMelonX,10.35,183.13,
5530,844,Out for Delivery,1401625275,232,73056 Del Sol Park,CT,97034-5184,32.5,1.95,UberFresh,14.29,48.74,
5531,749,New,1394589340,135,32 7th Place,HI,82611-2189,253.25,15.195,UberFresh,14.43,282.875,
5532,580,Out for Delivery,1400171279,176,9405 Mallory Park,MI,99391,265,15.9,UberMelon,4.17,285.07,
5534,885,New,1395454034,85,08 Glacier Hill Crossing,CO,62041-3509,73.75,4.425,UberFresh,16.58,94.755,
5536,136,Out for Delivery,1399263164,,1403 Comanche Alley,MS,01733-7828,41.75,2.505,UberMelon,18.31,62.565,
5537,743,New,1398480947,,4 Moulton Pass,NM,93820-5303,33.5,2.01,UberMelonX,14.78,50.29,
5538,527,Canceled,1400361536,38,8 Ronald Regan Avenue,MI,32498-9868,52.5,3.15,UberFresh,11.22,66.87,
5539,548,Delivered,1400681945,153,1 Westerfield Trail,SC,86702,208.5,12.51,UberFresh,2.01,223.02,1400705312
5540,433,Out for Delivery,1402093570,61,940 Darwin Plaza,AK,22805-9732,228.75,13.725,UberMelon,2.81,245.285,
5541,147,Delivered,1399999201,,813 Duke Lane,OK,61481-1715,54.5,3.27,UberMelonX,17.11,74.88,1400177297
5542,744,Canceled,1400465828,44,5 Summer Ridge Hill,VA,97080-9983,233.5,14.01,UberFresh,17.77,265.28,
5543,49,Canceled,1401265323,246,97 Spaight Road,SD,74784,681.5,40.89,UberFresh,11.89,734.28,
5546,389,New,1395955185,,26719 Emmet Point,NM,78814,79.25,4.755,UberMelon,12.12,96.125,
5547,12,Out for Delivery,1400514399,87,185 Acker Road,NC,85644-4290,30,1.8,UberMelonX,10.88,42.68,
5548,451,Canceled,1399684395,57,9628 Comanche Court,MA,94365-7545,99.5,5.97,UberFresh,9.3,114.77,
5549,636,New,1400511188,32,1245 Sauthoff Lane,CO,76633-0206,333,19.98,UberFresh,18.4,371.38,
5550,734,Out for Delivery,1400380639,,24 Jenna Crossing,FL,27154,33.75,2.025,UberMelonX,2.96,38.735,
5551,264,Out for Delivery,1398121654,126,0 Fair Oaks Way,IA,55324-7420,70.25,4.215,UberFresh,7.52,81.985,
5552,924,Canceled,1400683351,,42 Melvin Plaza,AK,33563,245.25,14.715,UberFresh,11.98,271.945,
5558,753,New,1398183068,183,5 Thackeray Parkway,VT,56041-9003,124,7.44,UberFresh,2.67,134.11,
5559,369,Delivered,1400620646,210,3 Hollow Ridge Crossing,AK,21846,26.5,1.59,UberFresh,10.25,38.34,1400771104
5560,536,Out for Delivery,1396813091,176,42 Bluestem Pass,MN,49786-4468,11,0.66,UberMelonX,8.89,20.55,
5561,114,Out for Delivery,1402279534,126,2450 Golf Trail,NC,98302-3907,30,1.8,UberMelonX,14.72,46.52,
5562,293,Canceled,1397246852,,142 Blackbird Junction,VT,59184-4639,197,11.82,UberFresh,11.38,220.2,
5563,453,Out for Delivery,1401098474,24,52031 Valley Edge Avenue,KY,8470,87.5,5.25,UberMelon,16.98,109.73,
5564,596,Canceled,1399396213,236,02 Crownhardt Crossing,UT,77875,109.96,6.5976,UberMelon,4.21,120.7676,
5565,753,Canceled,1396833313,123,5 Thackeray Parkway,VT,56041-9003,17.5,1.05,UberMelon,12.7,31.25,
5566,806,Out for Delivery,1399647179,186,25 Fisk Parkway,NE,76165,20.5,1.23,UberMelon,5.8,27.53,
5567,991,Delivered,1399898651,,4 Stuart Crossing,WV,16914-5584,72.5,4.35,UberFresh,6.4,83.25,1399995988
5568,231,Delivered,1398284855,15,47 7th Hill,DE,55923,33.5,2.01,UberMelonX,6.92,42.43,1398388098
5571,643,Canceled,1399545957,57,72814 Becker Circle,WI,11187-3143,45,2.7,UberMelon,16,63.7,
5573,469,New,1395950453,100,0765 Caliangt Place,AR,25990,354.5,21.27,UberMelon,15.9,391.67,
5575,456,Delivered,1397139654,,02486 Warner Junction,MN,79643,74.41,4.4646,UberMelon,2.48,81.3546,1397322094
5576,251,Out for Delivery,1398334999,,739 Memorial Terrace,KY,64602-3671,203.5,12.21,UberFresh,15.74,231.45,
5579,800,Delivered,1397917349,239,46 Muir Avenue,NE,67343,107,6.42,UberMelon,7.42,120.84,1398009807
5580,205,New,1400828593,217,587 Waubesa Circle,MI,66875,57.94,3.4764,UberMelon,17.58,78.9964,
5581,613,Out for Delivery,1402467174,,38 Elka Street,NV,41397-4159,22.5,1.35,UberFresh,15.69,39.54,
5583,331,Processing,1394837400,,249 Tennyson Terrace,ME,75253-2911,146.06,8.7636,UberMelonX,13.16,167.9836,
5584,294,Out for Delivery,1400465465,122,28154 Forest Hill,NC,75311-7034,63,3.78,UberMelon,5.64,72.42,
5585,899,Processing,1400236835,17,8920 Northridge Drive,OH,12628-9113,173,10.38,UberMelon,18.61,201.99,
5586,125,Delivered,1399283283,,1259 Bobwhite Pass,FL,29857-4793,51.5,3.09,UberMelonX,5.74,60.33,1399417190
5587,592,Delivered,1400096800,3,0872 David Parkway,AR,67958,2322.25,139.335,UberFresh,5.98,2467.565,1400129314
5588,708,Delivered,1402595615,,86 Magdeline Avenue,RI,50572-3008,1260,75.6,UberMelonX,4.43,1340.03,1402696298
5590,587,Processing,1401072922,,48 Sherman Road,MO,38816-5118,76,4.56,UberMelon,15.32,95.88,
5592,996,Out for Delivery,1401744112,242,3517 Bay Circle,NV,36222-2699,42.25,2.535,UberMelonX,4.02,48.805,
5593,45,Delivered,1394814201,57,72019 Farmco Trail,WA,24521,11.25,0.675,UberMelon,7.16,19.085,1394921072
5595,503,Delivered,1401572005,213,6 Sommers Road,DE,6299,71.44,4.2864,UberFresh,10.48,86.2064,1401642223
5596,563,Out for Delivery,1396481139,,6 Artisan Street,WY,85604,56,3.36,UberMelonX,11.12,70.48,
5597,410,Out for Delivery,1397226362,,0712 Russell Crossing,KS,15690,2,0.12,UberMelonX,17.76,19.88,
5599,174,Delivered,1397938977,6,5023 Crescent Oaks Road,SC,45139,154.25,9.255,UberMelonX,5.85,169.355,1398120238
5600,75,Canceled,1397976586,237,23408 Schurz Park,NC,96073-2759,1784.5,107.07,UberFresh,12.21,1903.78,
5601,356,Processing,1397092697,234,5 American Place,WI,98472-0827,85.5,5.13,UberMelon,11.83,102.46,
5602,581,Delivered,1395609934,134,19 Amoth Trail,MN,3739,66.5,3.99,UberFresh,17.23,87.72,1395683315
5603,138,Delivered,1400846741,219,3694 American Street,ID,11095,183,10.98,UberFresh,12.5,206.48,1401021130
5604,178,Out for Delivery,1399334369,,194 Independence Pass,NJ,07816-8523,27,1.62,UberMelonX,16.06,44.68,
5605,497,Out for Delivery,1398596053,88,64319 Little Fleur Pass,RI,39921-8630,31,1.86,UberFresh,14.35,47.21,
5606,721,New,1395347572,228,0175 Delaware Lane,WY,18916,52.69,3.1614,UberMelonX,8.5,64.3514,
5607,91,Delivered,1402078926,203,74925 Anzinger Pass,WA,80448,37.25,2.235,UberMelonX,12.41,51.895,1402133511
5610,805,New,1402241899,,51 Little Fleur Avenue,MO,57094,317.25,19.035,UberMelonX,18.12,354.405,
5612,803,Out for Delivery,1394289897,226,04218 Northport Pass,OH,83259-3994,28,1.68,UberMelon,19.64,49.32,
5616,986,Out for Delivery,1396486409,,9 Nova Trail,MI,86777-9040,384.75,23.085,UberMelon,7.94,415.775,
5617,1,Out for Delivery,1402144426,,49731 Northview Avenue,MD,77134-6809,35.5,2.13,UberMelonX,10.64,48.27,
5619,88,Delivered,1396223722,101,921 Loomis Terrace,IL,8380,21,1.26,UberFresh,11.68,33.94,1396267566
5621,903,Canceled,1399477977,116,49310 Florence Junction,NJ,02100-8197,157,9.42,UberMelon,5.07,171.49,
5622,693,Out for Delivery,1394434442,,01526 Park Meadow Crossing,IL,98620,153.58,9.2148,UberMelon,19.12,181.9148,
5623,571,New,1397024379,109,52 Johnson Hill,TN,17385-4253,84.75,5.085,UberMelonX,12.34,102.175,
5624,702,Delivered,1399693105,,910 Anniversary Junction,SC,14570,153,9.18,UberMelonX,17.83,180.01,1399720717
5625,61,Out for Delivery,1401643497,27,6147 Dahle Hill,LA,15917-5978,193.75,11.625,UberFresh,11.67,217.045,
5626,658,Delivered,1397756473,,54 Delaware Place,NJ,67647,142.5,8.55,UberMelonX,12.9,163.95,1397818604
5627,340,New,1394993961,243,4 Merrick Place,CT,85989-6675,16.5,0.99,UberMelonX,2.79,20.28,
5629,33,Canceled,1401405818,165,524 Vernon Plaza,FL,23348-3933,29,1.74,UberMelon,4.39,35.13,
5630,706,New,1396980493,133,356 Nancy Junction,NY,22628-4315,100,6,UberMelon,9.49,115.49,
5633,144,Canceled,1398289371,236,81503 Sunbrook Pass,FL,59682-9665,227.5,13.65,UberFresh,17.11,258.26,
5635,641,Delivered,1399149651,139,0 Caliangt Junction,CA,85315,293,17.58,UberMelon,3.55,314.13,1399182911
5637,76,New,1394359786,111,0 Basil Way,MT,75491,329.75,19.785,UberFresh,14.58,364.115,
5638,487,Out for Delivery,1397025979,,376 Chive Way,MI,25067,65.5,3.93,UberFresh,16.66,86.09,
5639,338,New,1398669003,,48657 Southridge Junction,NC,52211,10,0.6,UberFresh,6.57,17.17,
5642,619,Canceled,1401996003,122,9782 Tomscot Crossing,NE,12536-0503,339,20.34,UberMelonX,16.87,376.21,
5644,782,New,1401869676,161,781 Stone Corner Point,DE,30467-9402,33.25,1.995,UberFresh,11.65,46.895,
5646,664,Canceled,1394251288,,64 Bluestem Road,IA,99453,72,4.32,UberMelon,7.24,83.56,
5647,797,Out for Delivery,1399694130,,15 Monica Crossing,IN,61419-8237,280.01,16.8006,UberFresh,2.69,299.5006,
5648,358,New,1398810697,29,31098 Starling Plaza,NC,8970,51,3.06,UberMelon,14.82,68.88,
5649,174,New,1395708614,,5023 Crescent Oaks Road,SC,45139,1522,91.32,UberMelonX,3.69,1617.01,
5650,588,Delivered,1400672131,211,27 La Follette Drive,NE,24888,46.5,2.79,UberMelonX,13.93,63.22,1400802195
5651,307,Out for Delivery,1397241179,52,06184 Hallows Point,VT,73250,180,10.8,UberMelonX,3.29,194.09,
5652,433,Processing,1395316219,174,940 Darwin Plaza,AK,22805-9732,34.5,2.07,UberMelon,8.1,44.67,
5653,654,Delivered,1396932170,99,647 Lakewood Crossing,SC,84472-6727,75,4.5,UberMelon,6.98,86.48,1397025253
5654,627,Delivered,1396844641,,1 Daystar Hill,LA,8119,15022.5,901.35,UberMelonX,10.1,15933.95,1396913736
5655,701,Canceled,1400175248,218,3 Morrow Alley,ND,50602-2131,78,4.68,UberMelon,19.28,101.96,
